"transaction_id","items"
"538519","21559,21931,22326,22386,22663,22802"
"538520","21679,21826,22802"
"538521","15060B,21216,21218,21258,21527,21539,21754,21755,21756,21784,22072,22795,22846,22849,82011A,85014A,85014B"
"538522","20801,21137,21876,22041,22638,84946"
"538523","20780,21221,21224,21556,21731,21833,21843,21890,22149,22380,22475,22530,22537,22539,22544,22637,22650,22910,82616C,84077,85135C,85136C,85183A,85183B"
"538524","10002,10125,10135,16235,17003,17012D,17012E,17038,18098C,20617,20622,20665,20668,20713,20716,20717,20718,20719,20723,20724,20725,20727,20733,20735,20754,20767,20770,20781,20846,20847,20897,20914,20932,20956,20961,20963,20966,20972,21002,21012,21014,21015,21028,21041,21066,21067,21071,21098,21108,21110,21156,21164,21165,21166,21167,21169,21174,21175,21181,21187,21189,21191,21192,21194,21195,21210,21212,21213,21216,21218,21224,21231,21232,21245,21249,21257,21262,21272,21284,21288,21313,21314,21317,21352,21354,21356,21358,21381,21407,21408,21430,21479,21481,21484,21485,21494,21504,21507,21508,21509,21523,21544,21547,21557,21558,21559,21563,21624,21640,21643,21648,21662,21714,21741,21786,21789,21790,21801,21802,21803,21809,21810,21821,21824,21829,21832,21844,21851,21877,21889,21890,21891,21892,21894,21900,21901,21902,21907,21908,21914,21915,21917,21918,21922,21930,21931,21934,21942,21945,21948,21949,21967,21972,21974,21977,21980,21982,21985,21990,21991,21992,21993,22023,22027,22028,22029,22037,22041,22065,22068,22077,22079,22082,22084,22086,22098,22100,22109,22111,22112,22113,22118,22123,22130,22131,22132,22134,22141,22144,22149,22162,22169,22173,22174,22178,22183,22184,22187,22188,22190,22195,22196,22197,22198,22207,22216,22222,22227,22243,22246,22251,22261,22274,22281,22295,22297,22311,22312,22314,22316,22321,22326,22327,22329,22335,22348,22350,22355,22356,22360,22363,22367,22379,22380,22382,22398,22405,22409,22411,22413,22417,22419,22421,22423,22427,22448,22449,22454,22456,22457,22458,22459,22461,22464,22469,22476,22488,22494,22498,22502,22530,22531,22532,22533,22534,22536,22549,22553,22558,22567,22568,22570,22571,22572,22573,22574,22577,22578,22579,22581,22582,22584,22585,22587,22588,22594,22600,22601,22602,22603,22615,22616,22619,22620,22624,22627,22628,22637,22644,22651,22654,22659,22660,22664,22665,22666,22669,22694,22697,22712,22717,22718,22719,22725,22726,22736,22737,22738,22739,22740,22741,22743,22745,22748,22755,22759,22769,22785,22791,22795,22811,22816,22818,22834,22835,22837,22838,22839,22841,22847,22851,22855,22867,22887,22889,22893,22895,22896,22897,22898,22899,22903,22904,22906,22907,22909,22910,22910,22926,22927,22941,22942,22942,22944,22945,22948,22949,22952,22953,22955,22960,22961,22964,22966,22968,22969,22973,22988,35653,35957,35961,37444A,46776C,47367B,47563A,47566,47591B,47591D,47593B,47594A,48184,70006,70007,71477,72351B,72807A,72807C,79000,79066K,79067,79144C,82482,82494L,84006,84029E,84029G,84030E,84031A,84031B,84032A,84032B,84050,84347,84375,84378,84380,84510A,84510C,84520B,84536A,84536B,84598,84659A,84692,84754,84792,84832,84849D,84876B,84876D,84879,84913A,84923,84946,84968C,84970S,84978,84987,84988,84991,84992,84997C,85014A,85017B,85039A,85039B,85039C,85040A,85049A,85049E,85049H,85099B,85099F,85111,85123A,85129B,85131A,85131B,85132C,85135B,85135C,85136C,85150,85152,85183B,85199S,85227,90005A,90010B,90019A,90073,90086,90104,90114,90115,90125D,90126A,90129A,90129B,90129C,90129E,90134,90152B,90161D,90190B,90192,90200C,90209C,90214J,DOT"
"538525","21164,21340,21479,21506,21519,21754,21755,22023,22030,22120,22423,22553,22556,22620,22819,22837,84029E,84077,84347,POST"
"538526","72349B,72351B,85035B,85035C"
"538527","20893,22130,22178,22460,35610B,35610C,84949"
"538528","21868,21875,22467,22781,37370,84927E"
"538529","21181,21485,21733,21741,22077,22112,22457,22469,22745,22748,22804,22835,22837,22910,22914,22941,47566,47566B,82482,84029E,84816,84818,85123A"
"538532","21479,22184,22423,22470,22760,22766,22791,72122,79067,82494L,84029E,84946,85123A"
"538533","21215,21215,21231,21232,21260,21383,21704,21868,21914,21975,21977,22059,22064,22065,22067,22197,22228,22294,22295,22296,22417,22429,22450,22451,22536,22644,22646,22757,22758,37448,82599,84378,84380,84991,84992,85123A,85227"
"538534","22834"
"538535","21733,22469,22694,22696,82482,82494L,84352"
"538537","21754,22795,48138,82482,82484,82494L,84879,85062"
"538541","20914,22086,22199,22203,22624,22625,22627,22630,22652,22654,22667,22834,22891,22910,85184C"
"538557","82483,82486"
"538558","10125,10135,15039,21360,21390,21870,21873,21876,21879,21880,21882,21883,22117,22222,22297,22343,22344,22345,22346,22377,22378,22384,22467,22511,22512,22700,22702,22834,70006,70007,84520B,85199S,90120D,90129A"
"538565","21034"
"538566","10002,15034,15036,15056BL,15056N,15060B,16236,16237,17012B,17012D,18097C,20615,20652,20658,20665,20669,20699,20704,20718,20719,20724,20727,20754,20770,20802,20818,20866,20867,20902,20914,20961,20963,20966,20972,20973,20974,20975,20985,21012,21014,21015,21033,21035,21041,21042,21058,21067,21098,21106,21108,21114,21124,21165,21174,21181,21187,21191,21192,21195,21199,21210,21212,21216,21220,21231,21232,21238,21240,21257,21258,21291,21293,21313,21314,21327,21328,21352,21356,21364,21385,21391,21398,21407,21408,21411,21429,21479,21481,21481,21484,21485,21523,21530,21547,21558,21577,21581,21621,21624,21625,21641,21643,21648,21662,21688,21700,21704,21705,21718,21721,21731,21746,21754,21755,21773,21774,21775,21790,21801,21802,21803,21813,21823,21826,21829,21851,21871,21873,21874,21888,21891,21899,21901,21903,21906,21908,21911,21912,21914,21915,21934,21942,21943,21944,21945,21974,21981,21982,21983,21984,21985,21990,21991,21992,22064,22067,22068,22077,22078,22079,22081,22082,22083,22084,22086,22088,22095,22097,22109,22110,22111,22112,22115,22116,22132,22141,22144,22149,22150,22162,22165,22167,22174,22175,22178,22183,22184,22190,22195,22196,22197,22198,22207,22208,22209,22212,22219,22227,22243,22245,22263,22289,22295,22301,22308,22309,22310,22311,22314,22318,22324,22327,22331,22336,22340,22342,22343,22344,22345,22346,22348,22350,22356,22361,22362,22371,22372,22375,22379,22395,22398,22405,22408,22409,22411,22419,22422,22423,22427,22431,22441,22448,22456,22457,22458,22466,22469,22470,22476,22477,22478,22479,22495,22497,22501,22502,22508,22530,22531,22535,22544,22547,22549,22554,22567,22570,22571,22572,22573,22574,22576,22577,22578,22579,22581,22582,22584,22588,22593,22594,22595,22597,22598,22600,22601,22602,22603,22609,22611,22619,22620,22621,22625,22629,22630,22638,22639,22640,22641,22642,22643,22649,22654,22659,22662,22668,22669,22671,22679,22683,22689,22692,22697,22699,22701,22703,22726,22728,22736,22739,22740,22743,22745,22748,22751,22754,22755,22757,22758,22759,22795,22804,22812,22813,22816,22834,22835,22835,22837,22837,22851,22853,22855,22862,22867,22890,22891,22898,22899,22900,22902,22903,22907,22908,22910,22927,22931,22945,22948,22960,22961,22966,22969,22988,35833P,35957,35961,37327,37370,37450,37479P,37482P,46776B,47021G,47559B,47591B,48111,48185,48194,71143,71279,71477,71495A,72051S,72351B,72741,72802C,72807C,72816,79000,79067,79144B,79321,82482,84006,84029E,84029G,84030E,84031A,84031B,84032A,84050,84077,84341B,84378,84380,84510A,84519B,84580,84581,84584,84596G,84659A,84692,84836,84843,84879,84880,84906,84923,84945,84946,84950,84968A,84970L,84970S,84978,84987,84988,84991,84997B,85014B,85017B,85032B,85034A,85034B,85034C,85038,85040A,85049E,85055,85061W,85062,85066,85099B,85123A,85124B,85132A,85136C,85150,85169A,85179C,85183A,85184C,85188B,85199L,85227,90010E,90062,90076,90077,90089,90130B,90130C,90161D,90164A,90164B,90178A,90184B,90192,90198A,90214A,90214B,DOT"
"538567","20675,20676,20677,21238,21239,21240,22052,22086,22348,22411,22480,22481,22492,22548,22910,84755,85099F"
"538576","20914,20914,21136,21187,21592,22457,22558,22781,22838,22839,22844,22845,22988,84879"
"538591","21262,21613,22457,22792,22961,84029E,84832,84970S,85015,85231B"
"538592","15056BL,15056N,15056P,20679,21030,21034,21622,22111,22113,22804,22834,84029G,84031A,84031B,85123A"
"538593","10002,21156,21479,21481,21524,21539,21704,22348,22558,22710,22952"
"538594","21100,84212"
"538596","20829,21915,22111,22112,22835,84029G,85123A"
"538597","16216,20973,20974,20975,20981,20982,20983,21703,21802,21807,21823,21824,21889,21918,22294,22297,22489,22493,22560,22561,22623,22718,82482,82494L,85227,M"
"538625","17164B,17165D,20728,20749,20750,20754,21429,21429,21430,21584,21587,21644,21647,21648,21671,21672,21809,21810,21811,21829,21830,21892,22128,22130,22152,22185,22355,22356,22382,22411,22418,22457,22488,22502,22502,22502,22551,22553,22555,22556,22586,22587,22600,22604,22607,22634,22639,22642,22652,22654,22739,22739,22812,22904,22905,84077,85006"
"538626","20914,20956,20973,20977,21326,21463,21464,21481,21812,21813,21815,21820,21843,21877,21913,22086,22111,22112,22113,22337,22357,22491,22495,22529,22530,22536,22591,22619,22630,22637,22659,22667,22667,22694,22746,22748,22759,22834,22837,22940,47471,47591D,72780,72799E,72799F,72802B,72802C,72807B,72807C,79000,79067,84029G,84030E,84347,84991,85123A"
"538627","21743,22154,22469,22575,22577,22581,22595"
"538629","21034,21615,21617,21619,21818,21818,21819,21819,21826,21830,21892,22130,22144,22157,22602,22619,22619,22639,22646,22745,22746,22748,22750,22751,22834,22930,22933,22934,22935,22940,22955,22956,72741"
"538630","20711,20712,20713,21106,21107,21108,21109,21110,21111,21112,21155,21181,21258,21259,21411,21623,21868,21870,21876,21928,21929,21980,21984,21985,21986,22077,22112,22377,22379,22381,22386,22457,22483,22488,22558,22567,22611,22652,22670,22671,22672,22673,22674,22675,22759,22822,22835,22863,22954,22961,22969,85099B,85099F,85175"
"538631","21390,22189,22294,22295,22456,22574,22792,22800,82600"
"538633","21212,21484,21733,21865,22113,22212,22379,22441,22457,22549,22834,22900,22964,79321,84030E,84375,84378,84380,84992,84993B"
"538634","21164,21165,21165,21340,21485,21754,21818,21819,22075,22076,22082,22121,22156,22178,22358,22573,22574,22576,22577,22578,22585,22597,22601,22732,22737,22739,22776,22792,22798,22800,22943,22943,22966,72800E,82483,82486,84029E,84946,84946,85049A,85123A"
"538635","17021,21114,21212,21523,21621,21733,21833,21888,21889,21910,21916,21917,21918,21955,21977,22047,22113,22115,22191,22197,22219,22265,22294,22296,22411,22412,22413,22456,22457,22469,22498,22573,22577,22583,22584,22639,22640,22797,22837,22853,22925,22926,22953,48187,82567,84849B,84849D,84985A,84992,85018D,85114C,85123A,85199S"
"538636","21136,21181,21313,21314,21527,21528,21534,21623,21668,21669,21670,21671,21672,21673,21843,21845,21870,21908,22072,22188,22423,22429,22469,22470,22589,22595,22624,22625,22666,22670,22690,22694,22838,22839,22846,22847,22848,22969,48173C,48194,82600"
"538637","21326,21484,21591,21755,22086,22110,22121,22214,22489,22491,22563,22564,22624,22729,22730,22731,22733,22753,22754,22755,22798,22800,22909,22910,22916,22917,22918,22919,22920,22921,22960,22961,22969,22972,22973,22974,22975,22977,22988,48173C,48184,48187,48194,84947"
"538638","21429,21448,21754,21817,21818,21818,21982,21985,22078,22079,22081,22082,22111,22154,22158,22222,22227,22452,22454,22505,22530,22532,22533,22534,22535,22536,22537,22571,22571,22574,22576,22585,22736,22737,22738,22739,72780,84849B,84849D,84879,84946,85049A,85049E,90014B,90032,90078,90147,90151,90162B,90162C,90162D,90190C"
"538639","20725,20828,20829,21238,21239,21240,21931,22082,22382,22383,22449,22450,22662,22988,84247E,84997A,84997B,84997C,84997D,85049C"
"538640","21584,21591,22082,22469,22694,84947"
"538641","20718,20724,21210,21212,21452,21479,21485,21868,21871,21928,21929,21930,21931,21955,21974,21977,22077,22086,22111,22112,22113,22132,22189,22382,22384,22423,22502,22607,22834,22952,48138,79321,84077,84692,84991,85049E,85123A"
"538644","21658,22636"
"538645","21232,21787,22222,22343,22346,22371,22374,22375,22439,22610,22629,22630,22659,22837,22943,85099B"
"538646","21034,21326,22113,22294,22299,22696,22760,22835,72800E,84029E,84029G,84879,84945,85049A"
"538648","20914,21658,21662,21664,22567"
"538649","22694,22968"
"538651","15056BL,20675,21240,21244,21470,21559,21563,22261,22262,22502,22644,22766,22788,22891,22909,35004C,47580,72598,79321,82486,84946,84997C,84997D"
"538652","16008,16014,16016,20674,20675,20676,20677,20802,20826,20846,20847,20848,21012,21012,21034,21145,21210,21326,21331,21363,21392,21393,21398,21401,21534,21654,21664,21664,21666,21682,21683,21684,21684,21821,21948,21974,22030,22214,22460,22470,22480,22482,22578,22585,22727,22728,22730,22792,22816,70006,72802B,79190A,79190B,79190D,84879,84946,84947,84997A,84997B,84997C,84997D,85034C,85035C,85036C"
"538653","21258,21259,21479,21484,21870,22077,22178,22558,22909,22960,22961,79000,82482,82483,82486,82494L,84029E,84030E"
"538654","22720,22722,22723,22930,22931"
"538655","20914,21976,21977,22049,22079,22080,22096,22197,22198,22471,22624,47567B,79000,84247E,84313B,84313C,84575A,84992,84993A,85135C,85199S"
"538656","20782,20782,21735,21872,21874,37370,85048,90125D"
"538657","21473,21479,21524,22049,22112,22113,22449,22450,22451,22834,22837,22940,48116,48173C,48184,84030E"
"538658","17021,21682,22371,22745,40016,75131,84360"
"538659","20979,21156,21210,21218,21351,21484,21527,21539,21564,21623,22082,22086,22111,22188,22189,22196,22199,22411,22423,22464,22470,22558,22625,22694,22759,22794,22820,22854,22898,22904,22930,22937,22969,84992"
"538660","21187,21189,21191,21192,21314,21479,22111,22112,22113,22191,22192,22371,22451,22454,22469,22470,22624,22625,22689,22697,22697,22699,22726,22727,22728,22729,22795,22837,82482,82484,82486,82494L,82580,82581,82582,82583,82599,82605,84029E,84029G,85099F,85152"
"538661","21314,22112,22798,22800,22835,47480,72802C,84029E,85035C,90210A,90210B"
"538662","17091A,17091J,20704,20725,20726,20727,21065,21109,21110,21111,21112,21523,22074,22371,22374,22375,22471,22473,22655,22656,22834,70006,79321,84509G,84519A,84625A,84625C,84818,84819,84820,84823,85034B,85034C,85035B,85035C,85169A,85169B,85169D,85170B,85170C,85170D,85184C,90057,90210A,90210C,90210D"
"538663","22236,22964"
"538664","20801,20802,20803,21232,21527,21619,21651,22086,22158,22173,22193,22295,22342,22469,22470,22625,22645,22762,22782,22783,22784,22854,72127,82484,84660B,84766,84836,84970L,84970S,84978,85034B,85035B,85123A"
"538665","20802,22470,22782,22783,22794,22891,35095B,84819,84823,85169A"
"538666","22585,22732,22733,22809,22810,22812"
"538667","21034"
"538668","21210,22086"
"538669","21034"
"538671","18098C,21892,22111,22180,85123A"
"538678","20767,20860,20970,21175,21640,21642,21647,21928,22279,22304,22481,22741,22741,22752,35001G,84536B,84711B"
"538679","21034,21479,22111,22112,22616,22835,22884,22887,22909,84029E,84029G"
"538683","20974,21326,21385,21730,22151,22155,22294,22297,22469,22621,22737,22737,22739,22792,72799E,84946,84947,84949,85099B,85123A"
"538685","POST"
"538687","22423,22665,22666,22961,47567B"
"538688","22411,22720,22722,22744,22909,84799,85099C"
"538689","21314,21484,21485,21735,21790,21868,21874,21876,22086,22158,22469,22766,22795,47591D,82483,82484"
"538697","22222,84766,84823"
"538706","20711,21326,21351,22151,22153,22154,22157,22294,22838,22839,72800E,84950,85104"
"538707","16237,20750,20981,20981,20982,20983,21232,21429,21485,21721,21724,21726,21754,21877,21890,22059,22080,22082,22111,22121,22297,22352,22367,22450,22451,22548,22834,22899,22961,47591D,82482,82483,84032B,84535B,84536B,84709B,84836,84946,85036A,85123A,85231B,85231G,M"
"538708","20685,21615,21619,21620,21915,22294,22427,22504,22623,47566,79067,79321,84817,84819,84820,84821,84823,85231B"
"538709","20674,20675,21033,21059,21098,21106,21240,21244,21245,21380,21705,21867,21884,21892,21912,21915,22079,22080,22082,22113,22150,22189,22190,22210,22273,22334,22469,22470,22512,22556,22568,22607,22620,22663,22689,22739,22756,22757,22759,22759,22845,84032A,84032A,84032B,85035A,85035C"
"538710","10135,21326,21666,22178,22427,22457,22470,22782,22963,84755,85064,85123A"
"538714","21018,21034,21181,21584,21586,22077,22112,22154,22155,22161,22588,22595,22783,22839,22862,22961,22969,37449,37450,51014L,82600,84375,84997D,85049D,85049E,85049G"
"538715","20967,20970,21136,21481,21484,21485,21791,22077,22111,22112,22147,22548,22568,22576,22605,22607,22835,84029E"
"538716","22621"
"538719","22217"
"538721","22224"
"538722","20763,20777,21135,21592,21754,21756,22118,22119,22120,22151,22295,22365,22469,22660,22690,22694,22797,22983,82581,82583"
"538724","22311"
"538744","20973,20979,20981,20981,20982,20983,20983,21166,21169,21175,21175,21181,21479,21479,21733,21870,21872,21874,21877,21903,21904,21908,22086,22413,22469,22470,22529,22530,22531,22531,22533,22534,22535,22536,22537,22629,22630,22631,22659,22666,22726,22727,22730,22804,22909,22909,22952,22952,35961,82551,82552,82567,82583,82600,84029G,84029G,84032A,84032B,84927A,85123A,85150,85152"
"538753","21524,22301,22838,22839,22941,22952"
"538778","22863,22900,22960,22961,22962,22963,72802B,84969,84997D"
"538783","20725,20727,21213,21485,21558,21559,21561,21891,21892,22085,22086,22111,22112,22150,22197,22198,22271,22274,22384,22565,22566,22620,22749,22795,22835,22900,22910,22911,84029G,84880"
"538785","22720,22722,22930,22932,22935,22937,22960,22961"
"538795","21484,22113,22168,22178,22760,22834,22837,82482,82486,84755"
"538796","16156S,21485,21500,22111,22112,22113,22114,22348,22665,22667,22704,22862,22935,22937,22962,22986,84029E"
"538797","22704"
"538799","20622,20674,20675,20676,20677,20685,20712,20713,21033,21080,21210,21212,21238,21239,21240,21242,21243,21244,21245,21481,21557,21564,21621,21865,21867,21928,21929,21931,22064,22111,22158,22171,22242,22365,22374,22411,22424,22553,22580,22613,22645,22720,22721,22782,22795,22851,22890,48185,71477,82616B,84406B,84987,84997A,84997B,84997C,84997D,85099B,85099C,85123A"
"538800","20723,21166,21928,22112,22469,22470,22835,85099B,85099F,85123A"
"538801","21109,21110,21111,21112,21879,21884,22074,22481,22834,35651,70006,84826,84915,84916,84917,85036C,85184C"
"538807","20750,20762,20765,21258,21260,21441,21442,21801,21802,21807,22086,22168,22432,22489,22572,22576,22585,22739,22744,22752,22759,22906,22910,84247E,85232D,M,M,M"
"538808","20713,20750,20963,20966,21495,21504,21507,21508,21509,21584,21731,21790,21791,21830,21889,21914,21915,21918,22045,22197,22198,22531,22536,22548,22549,22555,22556,22562,22563,22564,22616,22618,22619,22659,22704,22710,22711,22713,22716,22753,22758,22988,85099B"
"538809","21034,21790,21791,22415,22549,22571,22722,22726,22727,22729,22943"
"538810","21314,21363,21485,21586,21658,21756,21756,22111,22112,22119,22158,22474,22554,22554,22555,22556,22557,22557,22726,22960,71477,82483,84029E,84030E,84030E"
"538811","20681,20682,20712,20713,20719,20723,20724,20725,20726,20727,20728,21429,21559,21929,21930,21931,22328,22355,22356,22382,22383,22384,22385,22386,22411,22502,22629,22630,22661,85099B,85099C,85099F"
"538812","20961,20963,20966,22422,22660,72741"
"538814","21914,21915,22082,22113,22294,22520,22521,22522,22523,22524,22525,22548,22620,22622,22623,22834,22891,22926,22927,72800E,84347,84625A,84625C,84879,85169A"
"538815","15060B,20983,21314,21484,21754,22310,22692,22796,22844,22988,84879"
"538816","21258,21479,21481,21484,21485,22111,22112,22509,22586,22654,22835,22837,22968,84029E,84029G"
"538817","22700,22701,22702,22834"
"538826","18097C,20707,20846,20961,20963,20966,20967,20969,20970,20972,20974,21025,21026,21027,21030,21031,21032,21106,21107,21108,21109,21110,21111,21112,21188,21189,21207,21231,21232,21326,21355,21356,21357,21358,21380,21381,21385,21390,21683,21684,21733,22070,22071,22083,22085,22087,22088,22147,22149,22150,22214,22270,22272,22274,22291,22294,22296,22297,22335,22465,22568,22569,22582,22745,22746,22747,22748,22749,22749,22751,22784,22804,35924,35961,47566,47574A,47590A,47590B,72741,84879,85123A,85194L,85195"
"538827","18098C,20704,20705,20801,21065,21110,21111,21137,21355,21481,21484,21485,21631,21632,21733,21873,22041,22074,22116,22117,22252,22344,22345,22377,22378,22608,22609,22647,22700,22701,22702,22782,22783,22834,22879,22880,22881,22882,22883,22884,22885,22886,22887,22888,22889,35646,35648,35651,47503A,47504H,47504K,70006,70007,72232,75011,75178,79302M,79321,82001S,82613B,82613C,84029G,84356,84509E,84660A,84660B,84660C,84766,84817,84818,84820,84821,84823,84915,84916,84917,84951A,84951B,85123A,85159A,85159B,85170B,85170D,85173,85180A,85180B,85184C,90125A,90125D"
"538828","22915,22922,22966,22969"
"538829","22834"
"538830","22720,22722,22960,22962,22963"
"538831","21314,21319,22759,84879"
"538832","21494,21523,21524,21621,21668,21669,21670,21671,21733,21871,21875,21877,22585,22654,22692,22771,22773,22805,48187,84879,84945,84946,84949,84950,85123A"
"538836","20751,20931,21159,21162,21360,21644,21843,22112,22141,22197,22318,22470,22483,22941,35965,79403,84580,84879,84997C,85038,85038,85104"
"538839","15056N,20679,20772,20780,20832,20977,20996,21200,21210,21285,21357,21357,21361,21408,21539,21562,21657,21850,21874,21890,21890,21934,21949,22166,22167,22198,22214,22299,22366,22483,22540,22565,22606,37343,37448,71459,72760B,72760B,82486,84352,84509A,85114B,85114C,85129D,90214M"
"538841","20682,20685,20725,20726,20727,21062,21354,21355,21358,21479,21987,21988,22197,22332,22470,48173C"
"538843","21873,21874,21876,22192,22429,22637,22646,22653,22653,22654,22666,22667,22727,22728,22728,22844,22845,22913,22914"
"538844","21258,21479,21731,22112,22174,22197,22198,22355,22384,22667,22837,79321,84029E,84997A,84997B,84997C,84997D"
"538845","21703,21915,21918,22086,22749,22750"
"538846","18097C,18098C"
"538848","85232B"
"538849","20713,20749,20770,20771,20772,20914,21314,21363,21407,21429,21429,21430,21481,21484,21485,21527,21527,21533,21535,21539,21539,21733,21781,21784,21802,21803,21843,21868,21876,21931,22070,22073,22073,22073,22082,22111,22112,22113,22151,22152,22188,22199,22202,22203,22204,22207,22411,22439,22457,22464,22465,22551,22555,22556,22557,22575,22634,22637,22663,22722,22723,22834,22904,22906,22973,22988,84792,84836,84849A,84849B,84849D,84881,84970L,84970S,84997A,85014B,85053,85053,85053,85061W,85062,85099B,85123A,85135C,85136B,85199S,85231B,85231B"
"538850","21915,22621,22623,22694,22726,22727,22855,22940,85066"
"538851","20975,21035,21212,21533,21915,21955,21977,22090,22189,22621,22697,22699,48184,84970L,84970S,85123A"
"538852","20886,21754,22113,22214,22467,22562,22563,22564,22582,22665,22666,22689,22719,22720,22721,22722,22723,22804,22810,22834,22837,22862,22893,72349B,85123A,85231B,90058B,90200B,90200C"
"538853","10002,15034,15036,17084R,17165D,20828,20829,20854,20856,20857,20866,20867,20868,20886,20974,20975,20982,20983,20996,21034,21051,21121,21123,21164,21165,21169,21181,21248,21429,21581,21584,21650,21677,21679,21811,21889,22285,22306,22412,22619,22621,22753,22754,22755,22909,22948,22964,22966,47566,75013B,77101A,84378,84380,84597B,84597C"
"538854","22174,22191,22192,22629,22630,22738,22745,22746,22748,22837,22909,22943"
"538855","20675,20677,20726,20727,21055,21238,21239,21242,21243,21244,21558,21559,21561,21739,21916,22150,22326,22327,22473,22475,22493,22750,22781,22834,22837,22968,70007,84580,84688,85135C"
"538856","22417,22629,22659,22951,84988"
"538857","20829,21731,21731,22502,22644,22774,22778,22844,22845,82494L,85184C"
"538858","21949,22328,22508,22666,22722,22892,84050,84375,84378,84380,84991"
"538859","21428,21559,22356,22720,22740,22960"
"538860","21217,22197,22198,22430,22438,22439,22456,22629,22630,22631,22659,22844"
"538861","22444"
"538862","21135,21481,22195,22423,22629,22630,22699,22720,22728,22807,22834,22914,22974,82482,84030E,84341B,84944"
"538863","20617,20622,20654,20655,20658,20659,20669,20914,21110,21158,21159,21162,21163,21165,21166,21175,21181,21248,21524,21864,21865,21866,21867,21907,22059,22131,22365,22413,22473,22649,22666,22667,22752,37448,47591D,48111,48184,48185,48187,48194,82600,85150,85152"
"538864","21479,21485,22112,79321,85150"
"538865","21258,22411,22796,85099B,85099C"
"538866","20668,20668,20713,20723,20910,20966,20972,20974,20975,21034,21098,21137,21259,21352,21479,21495,21623,21672,21673,21781,21929,21934,21935,21942,22041,22112,22147,22174,22186,22199,22355,22366,22371,22386,22468,22498,22504,22589,22654,22659,22694,22726,22739,22749,22752,22753,22754,22755,22756,22757,22839,22852,22905,22909,22953,35004C,47591D,62094B,79160,79302M,79321,82483,84406B,84507C,84685,84912A,85014A"
"538867","20765"
"538868","20979,21914,21915,22197,22198,22418,22440,22466,22534,22536,22551,22555,22556,22561,22564,22629,22630,22909,22960,22961,22972,22973,22974,22975,22976,22977,84077"
"538869","20914,84945,84968A"
"538870","22794,84616,84823,84826,84827"
"538871","22112,22312,22314,22834,22837,84029G"
"538872","22467,22725,22726,22727,22728,22729,22730,84358,84360,84665,84666"
"538873","22734"
"538875","21314,21484,21741,22111,22312,22400,22402,22837,84030E"
"538877","20676,20677,20685,20711,20712,20717,20718,20719,20723,20724,20726,20727,20728,20734,20735,20960,20961,20963,20966,21080,21098,21211,21212,21213,21215,21232,21239,21240,21242,21327,21328,21329,21452,21479,21479,21481,21484,21485,21488,21523,21524,21556,21621,21668,21669,21670,21671,21672,21673,21864,21866,21912,21929,21930,21931,21934,21955,21972,21976,21989,22068,22069,22075,22076,22077,22078,22080,22081,22082,22083,22086,22090,22110,22111,22112,22112,22113,22114,22139,22147,22149,22150,22151,22174,22326,22327,22355,22356,22356,22367,22377,22378,22379,22384,22411,22417,22418,22423,22426,22549,22553,22554,22555,22557,22631,22637,22644,22645,22646,22652,22654,22691,22692,22725,22726,22727,22728,22730,22732,22734,22735,22736,22737,22739,22748,22834,22835,22910,22952,35970,47559b,47580,47591d,48173c,48187,48189,82494l,84029E,84029G,84030e,84031A,84031B,84347,84380,84692,84991,84997b,85049a,85099C,85099f,85123a"
"538878","21314,22423,22726,22727,22728,22729,22730,22834"
"538879","20668,21080,21212,21977,21980,21982,21983,22130,22150,22453,22555,22557,22585,22593,22595,22759,22837,22983,84819"
"538880","15056n,18098c,20681,20871,20941,20970,21156,21160,21181,21186,21216,21217,21218,21248,21249,21258,21272,21311,21363,21430,21700,21803,21894,21992,22144,22162,22173,22187,22197,22303,22308,22350,22383,22414,22424,22501,22502,22526,22569,22670,22674,22677,22682,22686,22697,22698,22699,22757,22900,71477,72349b,82483,82484,82600,84510a,84796a,DOT"
"538881","18098c,20615,21035,21041,21121,21124,21154,21165,21169,21181,21257,21494,21658,21724,21832,21868,21874,21888,21935,22141,22166,22167,22179,22207,22208,22365,22476,22619,22620,22632,22778,22891,22960,48111,72349b,72741,79067,82580,82583,82599,84347,84558a,84559a,84559b,84970l,85048,85099B,DOT"
"538883","18098c,20615,20658,20725,20764,20768,21041,21116,21154,21179,21181,21191,21216,21218,21257,21494,21658,21700,21754,21810,21894,21935,22114,22141,22171,22179,22197,22199,22200,22202,22203,22207,22208,22308,22309,22366,22385,22412,22414,22422,22456,22457,22475,22488,22507,22509,22569,22629,22666,22668,22699,22775,22813,22839,22845,22891,22898,22899,22924,22964,22973,37370,47566,48111,48116,72349b,82583,84032A,84347,84596e,84884a,84969,84970s,85099B,85114c,85150,85152,DOT"
"538884","18098c,21035,21041,21154,21166,21174,21192,21257,21259,21363,21411,21481,21484,21576,21658,21890,21945,21948,22141,22166,22167,22197,22202,22357,22414,22625,22659,22845,22891,48138,72801d,82580,82583,82600,84032A,84347,84519B,84946,84970l,85114a,DOT"
"538885","21110"
"538886","21205,21206,21207,21880,21881,21882,21883,21884,21987,21989,22083,22085,22163,22164,22327,22332,22333,22367,22553,22556,22562,22634,22635,22779,22955,22956,35924,79321"
"538888","16012,20717,21155,21200,21621,21749,21913,22136,22202,22203,22559,40016,84673A,84673B"
